form	wsafter	testid	anas	lemma	xpostag
át	" "	.	[{"lemma": "át", "tag": "[/Post|(Supe)]", "morphana": "át[/Post|(Supe)]=át", "readable": "át[/Post|(Supe)]", "twolevel": "á:á t:t :[/Post|(Supe)]"}, {"lemma": "át", "tag": "[/Prev]", "morphana": "át[/Prev]=át", "readable": "át[/Prev]", "twolevel": "á:á t:t :[/Prev]"}]	át	[/Prev]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
jogszabál	" "	.	[]	jogszabál	[/N][Nom]
yokat	""	.	[]	y	[/N][Pl][Acc]
.	"\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]

Az	" "	.	[{"lemma": "az", "tag": "[/Det|Art.Def]", "morphana": "az[/Det|Art.Def]=az", "readable": "az[/Det|Art.Def]", "twolevel": "a:a z:z :[/Det|Art.Def]"}, {"lemma": "az", "tag": "[/Det|Pro][Nom]", "morphana": "az[/Det|Pro]=az+[Nom]=", "readable": "az[/Det|Pro] + [Nom]", "twolevel": "a:a z:z :[/Det|Pro] :[Nom]"}, {"lemma": "az", "tag": "[/N|Pro][Nom]", "morphana": "az[/N|Pro]=az+[Nom]=", "readable": "az[/N|Pro] + [Nom]", "twolevel": "a:a z:z :[/N|Pro] :[Nom]"}]	az	[/Det|Art.Def]
alkalmasság	" "	.	[{"lemma": "alkalmasság", "tag": "[/N][Nom]", "morphana": "alkalom[/N]=alkalm+as[_Adjz:s/Adj]=as+ság[_Nz_Abstr/N]=ság+[Nom]=", "readable": "alkalom[/N]=alkalm + as[_Adjz:s/Adj] + ság[_Nz_Abstr/N] + [Nom]", "twolevel": "a:a l:l k:k a:a l:l :o m:m :[/N] a:a s:s :[_Adjz:s/Adj] s:s á:á g:g :[_Nz_Abstr/N] :[Nom]"}, {"lemma": "alkalmasság", "tag": "[/N][Nom]", "morphana": "alkalom[/N]=alkalm+as[_Nz:s/N]=as+ság[_Nz_Abstr/N]=ság+[Nom]=", "readable": "alkalom[/N]=alkalm + as[_Nz:s/N] + ság[_Nz_Abstr/N] + [Nom]", "twolevel": "a:a l:l k:k a:a l:l :o m:m :[/N] a:a s:s :[_Nz:s/N] s:s á:á g:g :[_Nz_Abstr/N] :[Nom]"}, {"lemma": "alkalmasság", "tag": "[/N][Nom]", "morphana": "alkalmas[/Adj]=alkalmas+ság[_Nz_Abstr/N]=ság+[Nom]=", "readable": "alkalmas[/Adj] + ság[_Nz_Abstr/N] + [Nom]", "twolevel": "a:a l:l k:k a:a l:l m:m a:a s:s :[/Adj] s:s á:á g:g :[_Nz_Abstr/N] :[Nom]"}]	alkalmasság	[/N][Nom]
elbírálásába	" "	.	[{"lemma": "elbírálás", "tag": "[/N][Poss.3Sg][Ill]", "morphana": "el[/Prev]=el+bírál[/V]=bírál+ás[_Ger/N]=ás+a[Poss.3Sg]=á+ba[Ill]=ba", "readable": "el[/Prev] + bírál[/V] + ás[_Ger/N] + a[Poss.3Sg]=á + ba[Ill]", "twolevel": "e:e l:l :[/Prev] b:b í:í r:r á:á l:l :[/V] á:á s:s :[_Ger/N] á:a :[Poss.3Sg] b:b a:a :[Ill]"}, {"lemma": "elbírálás", "tag": "[/N][Poss.3Sg][Ill]", "morphana": "elbírálás[/N]=elbírálás+a[Poss.3Sg]=á+ba[Ill]=ba", "readable": "elbírálás[/N] + a[Poss.3Sg]=á + ba[Ill]", "twolevel": "e:e l:l b:b í:í r:r á:á l:l á:á s:s :[/N] á:a :[Poss.3Sg] b:b a:a :[Ill]"}]	elbírálás	[/N][Poss.3Sg][Ill]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
jelenlegi	" "	.	[{"lemma": "jelenlegi", "tag": "[/Adj][Nom]", "morphana": "jelenlegi[/Adj]=jelenlegi+[Nom]=", "readable": "jelenlegi[/Adj] + [Nom]", "twolevel": "j:j e:e l:l e:e n:n l:l e:e g:g i:i :[/Adj] :[Nom]"}]	jelenlegi	[/Adj][Nom]
használatba	" "	.	[{"lemma": "használat", "tag": "[/N][Ill]", "morphana": "használat[/N]=használat+ba[Ill]=ba", "readable": "használat[/N] + ba[Ill]", "twolevel": "h:h a:a s:s z:z n:n á:á l:l a:a t:t :[/N] b:b a:a :[Ill]"}]	használat	[/N][Ill]
vevőt	" "	.	[{"lemma": "vevő", "tag": "[/Adj][Acc]", "morphana": "vesz[/V]=vev+ő[_ImpfPtcp/Adj]=ő+t[Acc]=t", "readable": "vesz[/V]=vev + ő[_ImpfPtcp/Adj] + t[Acc]", "twolevel": "v:v e:e v:s :z :[/V] ő:ő :[_ImpfPtcp/Adj] t:t :[Acc]"}, {"lemma": "vevő", "tag": "[/N][Acc]", "morphana": "vevő[/N]=vevő+t[Acc]=t", "readable": "vevő[/N] + t[Acc]", "twolevel": "v:v e:e v:v ő:ő :[/N] t:t :[Acc]"}]	vevő	[/N][Acc]
be	" "	p198	[{"lemma": "be", "tag": "[/Prev]", "morphana": "be[/Prev]=be", "readable": "be[/Prev]", "twolevel": "b:b e:e :[/Prev]"}]	be	[/Prev]
kell	" "	.	[{"lemma": "kell", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "kell[/V]=kell+[Prs.NDef.3Sg]=", "readable": "kell[/V] + [Prs.NDef.3Sg]", "twolevel": "k:k e:e l:l l:l :[/V] :[Prs.NDef.3Sg]"}]	kell	[/V][Prs.NDef.3Sg]
vonni	" "	v198	[{"lemma": "von", "tag": "[/V][Inf]", "morphana": "von[/V]=von+ni[Inf]=ni", "readable": "von[/V] + ni[Inf]", "twolevel": "v:v o:o n:n :[/V] n:n i:i :[Inf]"}]	von	[/V][Inf]
.	" "	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]

"	"\n"	.	[{"lemma": "\"", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	"	[Punct]
El	" "	p199	[{"lemma": "el", "tag": "[/Prev]", "morphana": "el[/Prev]=el", "readable": "el[/Prev]", "twolevel": "e:e l:l :[/Prev]"}]	el	[/Prev]
tud	" "	.	[{"lemma": "tud", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "tud[/V]=tud+[Prs.NDef.3Sg]=", "readable": "tud[/V] + [Prs.NDef.3Sg]", "twolevel": "t:t u:u d:d :[/V] :[Prs.NDef.3Sg]"}]	tud	[/V][Prs.NDef.3Sg]
készülni	" "	v199	[{"lemma": "készül", "tag": "[/V][Inf]", "morphana": "kész[/Adj]=kész+ül[_AdjVbz_Ntr/V]=ül+ni[Inf]=ni", "readable": "kész[/Adj] + ül[_AdjVbz_Ntr/V] + ni[Inf]", "twolevel": "k:k é:é s:s z:z :[/Adj] ü:ü l:l :[_AdjVbz_Ntr/V] n:n i:i :[Inf]"}, {"lemma": "készül", "tag": "[/V][Inf]", "morphana": "készül[/V]=készül+ni[Inf]=ni", "readable": "készül[/V] + ni[Inf]", "twolevel": "k:k é:é s:s z:z ü:ü l:l :[/V] n:n i:i :[Inf]"}]	készül	[/V][Inf]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
egy	" "	.	[{"lemma": "egy", "tag": "[/Det|Art.NDef]", "morphana": "egy[/Det|Art.NDef]=egy", "readable": "egy[/Det|Art.NDef]", "twolevel": "e:e g:g y:y :[/Det|Art.NDef]"}, {"lemma": "egy", "tag": "[/Num][Nom]", "morphana": "egy[/Num]=egy+[Nom]=", "readable": "egy[/Num] + [Nom]", "twolevel": "e:e g:g y:y :[/Num] :[Nom]"}, {"lemma": "egy", "tag": "[/N|Pro][Nom]", "morphana": "egy[/N|Pro]=egy+[Nom]=", "readable": "egy[/N|Pro] + [Nom]", "twolevel": "e:e g:g y:y :[/N|Pro] :[Nom]"}]	egy	[/Det|Art.NDef]
ekkora	" "	.	[{"lemma": "ekkora", "tag": "[/Adj|Pro][Nom]", "morphana": "ekkora[/Adj|Pro]=ekkora+[Nom]=", "readable": "ekkora[/Adj|Pro] + [Nom]", "twolevel": "e:e k:k k:k o:o r:r a:a :[/Adj|Pro] :[Nom]"}]	ekkora	[/Adj|Pro][Nom]
létesítménynek	" "	.	[{"lemma": "létesítmény", "tag": "[/N][Dat]", "morphana": "létesítmény[/N]=létesítmény+nek[Dat]=nek", "readable": "létesítmény[/N] + nek[Dat]", "twolevel": "l:l é:é t:t e:e s:s í:í t:t m:m é:é n:n y:y :[/N] n:n e:e k:k :[Dat]"}]	létesítmény	[/N][Dat]
egy	" "	.	[{"lemma": "egy", "tag": "[/Det|Art.NDef]", "morphana": "egy[/Det|Art.NDef]=egy", "readable": "egy[/Det|Art.NDef]", "twolevel": "e:e g:g y:y :[/Det|Art.NDef]"}, {"lemma": "egy", "tag": "[/Num][Nom]", "morphana": "egy[/Num]=egy+[Nom]=", "readable": "egy[/Num] + [Nom]", "twolevel": "e:e g:g y:y :[/Num] :[Nom]"}, {"lemma": "egy", "tag": "[/N|Pro][Nom]", "morphana": "egy[/N|Pro]=egy+[Nom]=", "readable": "egy[/N|Pro] + [Nom]", "twolevel": "e:e g:g y:y :[/N|Pro] :[Nom]"}]	egy	[/Num][Nom]
hónap	" "	.	[{"lemma": "hónap", "tag": "[/N][Nom]", "morphana": "hó[/N]=hó+nap[/N]=nap+[Nom]=", "readable": "hó[/N] + nap[/N] + [Nom]", "twolevel": "h:h ó:ó :[/N] n:n a:a p:p :[/N] :[Nom]"}, {"lemma": "hónap", "tag": "[/N][Nom]", "morphana": "hónap[/N]=hónap+[Nom]=", "readable": "hónap[/N] + [Nom]", "twolevel": "h:h ó:ó n:n a:a p:p :[/N] :[Nom]"}]	hónap	[/N][Nom]
alatt	" "	.	[{"lemma": "alatt", "tag": "[/Post]", "morphana": "alatt[/Post]=alatt", "readable": "alatt[/Post]", "twolevel": "a:a l:l a:a t:t t:t :[/Post]"}]	alatt	[/Post]
el	" "	p200	[{"lemma": "el", "tag": "[/Prev]", "morphana": "el[/Prev]=el", "readable": "el[/Prev]", "twolevel": "e:e l:l :[/Prev]"}]	el	[/Prev]
kell	" "	.	[{"lemma": "kell", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "kell[/V]=kell+[Prs.NDef.3Sg]=", "readable": "kell[/V] + [Prs.NDef.3Sg]", "twolevel": "k:k e:e l:l l:l :[/V] :[Prs.NDef.3Sg]"}]	kell	[/V][Prs.NDef.3Sg]
tudni	" "	.	[{"lemma": "tud", "tag": "[/V][Inf]", "morphana": "tud[/V]=tud+ni[Inf]=ni", "readable": "tud[/V] + ni[Inf]", "twolevel": "t:t u:u d:d :[/V] n:n i:i :[Inf]"}]	tud	[/V][Inf]
készülni	" "	v200	[{"lemma": "készül", "tag": "[/V][Inf]", "morphana": "kész[/Adj]=kész+ül[_AdjVbz_Ntr/V]=ül+ni[Inf]=ni", "readable": "kész[/Adj] + ül[_AdjVbz_Ntr/V] + ni[Inf]", "twolevel": "k:k é:é s:s z:z :[/Adj] ü:ü l:l :[_AdjVbz_Ntr/V] n:n i:i :[Inf]"}, {"lemma": "készül", "tag": "[/V][Inf]", "morphana": "készül[/V]=készül+ni[Inf]=ni", "readable": "készül[/V] + ni[Inf]", "twolevel": "k:k é:é s:s z:z ü:ü l:l :[/V] n:n i:i :[Inf]"}]	készül	[/V][Inf]
.	"\n"	.	[{"lemma": ".", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	.	[Punct]

(	""	.	[{"lemma": "(", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	(	[Punct]
Marsi	" "	.	[{"lemma": "marsi", "tag": "[/Adj][Nom]", "morphana": "Mars[/N]=mars+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "Mars[/N]=mars + i[_Adjz:i/Adj] + [Nom]", "twolevel": "m:M a:a r:r s:s :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "marsi", "tag": "[/Adj][Nom]", "morphana": "mars[/N]=mars+i[_Adjz:i/Adj]=i+[Nom]=", "readable": "mars[/N] + i[_Adjz:i/Adj] + [Nom]", "twolevel": "m:m a:a r:r s:s :[/N] i:i :[_Adjz:i/Adj] :[Nom]"}, {"lemma": "marsi", "tag": "[/Adj][Nom]", "morphana": "marsi[/Adj]=marsi+[Nom]=", "readable": "marsi[/Adj] + [Nom]", "twolevel": "m:m a:a r:r s:s i:i :[/Adj] :[Nom]"}]	marsi	[/Adj][Nom]
Péter	" "	.	[{"lemma": "Péter", "tag": "[/N][Nom]", "morphana": "Péter[/N]=Péter+[Nom]=", "readable": "Péter[/N] + [Nom]", "twolevel": "P:P é:é t:t e:e r:r :[/N] :[Nom]"}]	Péter	[/N][Nom]
Pál	""	.	[{"lemma": "Pál", "tag": "[/N][Nom]", "morphana": "Pál[/N]=Pál+[Nom]=", "readable": "Pál[/N] + [Nom]", "twolevel": "P:P á:á l:l :[/N] :[Nom]"}]	Pál	[/N][Nom]
:	" "	.	[{"lemma": ":", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	:	[Punct]
Miért	""	.	[{"lemma": "ami", "tag": "[/N|Pro|Rel][Cau]", "morphana": "ami[/N|Pro|Rel]=mi+ért[Cau]=ért", "readable": "ami[/N|Pro|Rel]=mi + ért[Cau]", "twolevel": "m:a i:m :i :[/N|Pro|Rel] é:é r:r t:t :[Cau]"}, {"lemma": "amiért", "tag": "[/Adv|Pro|Rel]", "morphana": "amiért[/Adv|Pro|Rel]=miért", "readable": "amiért[/Adv|Pro|Rel]=miért", "twolevel": "m:a i:m é:i r:é t:r :t :[/Adv|Pro|Rel]"}, {"lemma": "mi", "tag": "[/Adj|Pro|Int][Cau]", "morphana": "mi[/Adj|Pro|Int]=mi+ért[Cau]=ért", "readable": "mi[/Adj|Pro|Int] + ért[Cau]", "twolevel": "m:m i:i :[/Adj|Pro|Int] é:é r:r t:t :[Cau]"}, {"lemma": "mi", "tag": "[/N|Pro|Int][Cau]", "morphana": "mi[/N|Pro|Int]=mi+ért[Cau]=ért", "readable": "mi[/N|Pro|Int] + ért[Cau]", "twolevel": "m:m i:i :[/N|Pro|Int] é:é r:r t:t :[Cau]"}, {"lemma": "miért", "tag": "[/Adv|Pro|Int]", "morphana": "miért[/Adv|Pro|Int]=miért", "readable": "miért[/Adv|Pro|Int]", "twolevel": "m:m i:i é:é r:r t:t :[/Adv|Pro|Int]"}, {"lemma": "miért", "tag": "[/N][Nom]", "morphana": "miért[/N]=miért+[Nom]=", "readable": "miért[/N] + [Nom]", "twolevel": "m:m i:i é:é r:r t:t :[/N] :[Nom]"}]	miért	[/Adv|Pro|Int]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
le	" "	p201	[{"lemma": "le", "tag": "[/Prev]", "morphana": "le[/Prev]=le", "readable": "le[/Prev]", "twolevel": "l:l e:e :[/Prev]"}, {"lemma": "le", "tag": "[/X]", "morphana": "le[/X]=le", "readable": "le[/X]", "twolevel": "l:l e:e :[/X]"}]	le	[/Prev]
van	" "	.	[{"lemma": "van", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "van[/V]=van+[Prs.NDef.3Sg]=", "readable": "van[/V] + [Prs.NDef.3Sg]", "twolevel": "v:v a:a n:n :[/V] :[Prs.NDef.3Sg]"}]	van	[/V][Prs.NDef.3Sg]
zárva	" "	v201	[{"lemma": "zár", "tag": "[/V][_AdvPtcp/Adv]", "morphana": "zár[/V]=zár+va[_AdvPtcp/Adv]=va", "readable": "zár[/V] + va[_AdvPtcp/Adv]", "twolevel": "z:z á:á r:r :[/V] v:v a:a :[_AdvPtcp/Adv]"}, {"lemma": "zárva", "tag": "[/Adv]", "morphana": "zárva[/Adv]=zárva", "readable": "zárva[/Adv]", "twolevel": "z:z á:á r:r v:v a:a :[/Adv]"}]	zárva	[/Adv]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
vita	""	.	[{"lemma": "vita", "tag": "[/N][Nom]", "morphana": "vita[/N]=vita+[Nom]=", "readable": "vita[/N] + [Nom]", "twolevel": "v:v i:i t:t a:a :[/N] :[Nom]"}]	vita	[/N][Nom]
?	""	.	[{"lemma": "?", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	?	[Punct]
)	"\n"	.	[{"lemma": ")", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	)	[Punct]

Megvártam	""	.	[{"lemma": "megvárt", "tag": "[/Adj][Poss.1Sg][Nom]", "morphana": "meg[/Prev]=meg+vár[/V]=vár+t[_PerfPtcp/Adj]=t+am[Poss.1Sg]=am+[Nom]=", "readable": "meg[/Prev] + vár[/V] + t[_PerfPtcp/Adj] + am[Poss.1Sg] + [Nom]", "twolevel": "m:m e:e g:g :[/Prev] v:v á:á r:r :[/V] t:t :[_PerfPtcp/Adj] a:a m:m :[Poss.1Sg] :[Nom]"}, {"lemma": "megvár", "tag": "[/V][Pst.Def.1Sg]", "morphana": "meg[/Prev]=meg+vár[/V]=vár+tam[Pst.Def.1Sg]=tam", "readable": "meg[/Prev] + vár[/V] + tam[Pst.Def.1Sg]", "twolevel": "m:m e:e g:g :[/Prev] v:v á:á r:r :[/V] t:t a:a m:m :[Pst.Def.1Sg]"}, {"lemma": "megvár", "tag": "[/V][Pst.NDef.1Sg]", "morphana": "meg[/Prev]=meg+vár[/V]=vár+tam[Pst.NDef.1Sg]=tam", "readable": "meg[/Prev] + vár[/V] + tam[Pst.NDef.1Sg]", "twolevel": "m:m e:e g:g :[/Prev] v:v á:á r:r :[/V] t:t a:a m:m :[Pst.NDef.1Sg]"}]	megvár	[/V][Pst.Def.1Sg]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
amíg	" "	.	[{"lemma": "amíg", "tag": "[/Adv|Pro|Rel]", "morphana": "amíg[/Adv|Pro|Rel]=amíg", "readable": "amíg[/Adv|Pro|Rel]", "twolevel": "a:a m:m í:í g:g :[/Adv|Pro|Rel]"}]	amíg	[/Adv|Pro|Rel]
egy	" "	.	[{"lemma": "egy", "tag": "[/Det|Art.NDef]", "morphana": "egy[/Det|Art.NDef]=egy", "readable": "egy[/Det|Art.NDef]", "twolevel": "e:e g:g y:y :[/Det|Art.NDef]"}, {"lemma": "egy", "tag": "[/Num][Nom]", "morphana": "egy[/Num]=egy+[Nom]=", "readable": "egy[/Num] + [Nom]", "twolevel": "e:e g:g y:y :[/Num] :[Nom]"}, {"lemma": "egy", "tag": "[/N|Pro][Nom]", "morphana": "egy[/N|Pro]=egy+[Nom]=", "readable": "egy[/N|Pro] + [Nom]", "twolevel": "e:e g:g y:y :[/N|Pro] :[Nom]"}]	egy	[/Det|Art.NDef]
kicsit	" "	.	[{"lemma": "kicsi", "tag": "[/Adj][Acc]", "morphana": "kicsi[/Adj]=kicsi+t[Acc]=t", "readable": "kicsi[/Adj] + t[Acc]", "twolevel": "k:k i:i c:c s:s i:i :[/Adj] t:t :[Acc]"}, {"lemma": "kicsit", "tag": "[/Adv]", "morphana": "kicsit[/Adv]=kicsit", "readable": "kicsit[/Adv]", "twolevel": "k:k i:i c:c s:s i:i t:t :[/Adv]"}]	kicsi	[/Adj][Acc]
csend	" "	.	[{"lemma": "csen", "tag": "[/V][Sbjv.Def.2Sg]", "morphana": "csen[/V]=csen+d[Sbjv.Def.2Sg]=d", "readable": "csen[/V] + d[Sbjv.Def.2Sg]", "twolevel": "c:c s:s e:e n:n :[/V] d:d :[Sbjv.Def.2Sg]"}, {"lemma": "csend", "tag": "[/N][Nom]", "morphana": "csend[/N]=csend+[Nom]=", "readable": "csend[/N] + [Nom]", "twolevel": "c:c s:s e:e n:n d:d :[/N] :[Nom]"}]	csend	[/N][Nom]
lesz	""	.	[{"lemma": "lesz", "tag": "[/V][Prs.NDef.3Sg]", "morphana": "lesz[/V]=lesz+[Prs.NDef.3Sg]=", "readable": "lesz[/V] + [Prs.NDef.3Sg]", "twolevel": "l:l e:e s:s z:z :[/V] :[Prs.NDef.3Sg]"}]	lesz	[/V][Prs.NDef.3Sg]
,	" "	.	[{"lemma": ",", "tag": "[Punct]", "morphana": "", "readable": "", "twolevel": ""}]	,	[Punct]
mert	" "	.	[{"lemma": "mer", "tag": "[/V][Pst.NDef.3Sg]", "morphana": "mer[/V]=mer+t[Pst.NDef.3Sg]=t", "readable": "mer[/V] + t[Pst.NDef.3Sg]", "twolevel": "m:m e:e r:r :[/V] t:t :[Pst.NDef.3Sg]"}, {"lemma": "mert", "tag": "[/Adj][Nom]", "morphana": "mer[/V]=mer+t[_PerfPtcp/Adj]=t+[Nom]=", "readable": "mer[/V] + t[_PerfPtcp/Adj] + [Nom]", "twolevel": "m:m e:e r:r :[/V] t:t :[_PerfPtcp/Adj] :[Nom]"}, {"lemma": "mert", "tag": "[/Cnj]", "morphana": "mert[/Cnj]=mert", "readable": "mert[/Cnj]", "twolevel": "m:m e:e r:r t:t :[/Cnj]"}]	mert	[/Cnj]
a	" "	.	[{"lemma": "a", "tag": "[/Det|Art.Def]", "morphana": "a[/Det|Art.Def]=a", "readable": "a[/Det|Art.Def]", "twolevel": "a:a :[/Det|Art.Def]"}, {"lemma": "a", "tag": "[/Det|Pro|(Post)]", "morphana": "a[/Det|Pro|(Post)]=a", "readable": "a[/Det|Pro|(Post)]", "twolevel": "a:a :[/Det|Pro|(Post)]"}, {"lemma": "a", "tag": "[/N][Nom]", "morphana": "a[/N|Ltr]=a+[Nom]=", "readable": "a[/N|Ltr] + [Nom]", "twolevel": "a:a :[/N|Ltr] :[Nom]"}, {"lemma": "a", "tag": "[/N|Pro|(Post)][Nom]", "morphana": "a[/N|Pro|(Post)]=a+[Nom]=", "readable": "a[/N|Pro|(Post)] + [Nom]", "twolevel": "a:a :[/N|Pro|(Post)] :[Nom]"}]	a	[/Det|Art.Def]
saját	" "	.	[{"lemma": "saját", "tag": "[/Adj][Nom]", "morphana": "saját[/Adj]=saját+[Nom]=", "readable": "saját[/Adj] + [Nom]", "twolevel": "s:s a:a j:j á:á t:t :[/Adj] :[Nom]"}]	saját	[/Adj][Nom]
szavamat	" "	.	[{"lemma": "szó", "tag": "[/N][Poss.1Sg][Acc]", "morphana": "szó[/N]=szav+am[Poss.1Sg]=am+at[Acc]=at", "readable": "szó[/N]=szav + am[Poss.1Sg] + at[Acc]", "twolevel": "s:s z:z a:ó v: :[/N] a:a m:m :[Poss.1Sg] a:a t:t :[Acc]"}]	szó	[/N][Poss.1Sg][Acc]
nem	" "	.	[{"lemma": "nem", "tag": "[/Adv]", "morphana": "nem[/Adv]=nem", "readable": "nem[/Adv]", "twolevel": "n:n e:e m:m :[/Adv]"}, {"lemma": "nem", "tag": "[/Inj-Utt]", "morphana": "nem[/Inj-Utt]=nem", "readable": "nem[/Inj-Utt]", "twolevel": "n:n e:e m:m :[/Inj-Utt]"}, {"lemma": "nem", "tag": "[/N][Nom]", "morphana": "nem[/N]=nem+[Nom]=", "readable": "nem[/N] + [Nom]", "twolevel": "n:n e:e m:m :[/N] :[Nom]"}]	nem	[/Adv]
